,char_line
41507,"jerry: (reads the pill bottle) what kind of pills are these, anyways?! ""for smuckers""? ""may cause panting and loss of fur""? (turns to kramer) these are dog pills!"
41508,kramer: whe have the same symptoms.
41509,"jerry: but, he's a dog! you need to see a real doctor."
41510,"kramer: no, no. no doctors."
41511,"jerry: alright.. (heads for the door, grabbing his coat)"
41513,jerry: i'm taking the car. i gotta run some errands. you want to go?
41514,kramer: i don't know..
41515,"jerry: (opens the door) c'mon, you wanna go for a ride? (starts jiggling his keys - as if he's calling out for a dog) huh? c'mon! c'mon! (kramer eagerly gets up and runs out the door. jerry follows kramer out) taxi cab) (elaine's riding in the back seat of a taxi)"
41516,"driver: lady, could you move your head a little bit?"
41518,"driver: your head. i can't see out the back. (elaine slumps down in her seat) little more.. (elaine slumps lower) ..little more. (slides down until just her eyes and forehead can be seen) thank you. jerry's car) (jerry is driving to an unknown destination. kramer is restless in the back. he's scrambling around, looking out the windows - just as a dog would)"
41519,"kramer: i don't see any tissues back her.. (looks out the windows) wait a minute!.. (jerry looks like he's trying to keep something from kramer) this isn't the way to the park! (starts getting even more energetic) where are we going?.. i recognize this block! (looks at jerry, scared) you're taking me to the doctor! coffee shop) (george is at the coffee shop with his parents)"
41520,"george: so, uh, mom, dad, i was hoping that you could help me to remember my childhood a little clearly.."
41521,estelle: i feel a draft. (grabs the bread basket and her drink) let's change tables.
41522,frank: get outta here! we have a booth.
41523,"estelle: frank, i'm cold!"
41524,frank: order a hot dish.
41525,estelle: why can't we sit over there? (points to a table)
41526,frank: (yelling) that's not a booth!
41527,"estelle: (trying to match frank's loudness) so, who says we have to sit in a booth?!"
41528,frank: (loud shouting) i didn't take the subway all the way to new york to sit at a table like that! (gestures to the table)
41529,"estelle: (nagging yell) well, i didn't take the subway to be in a drafty restaurant! (a moment passes)"
41530,george: (pleading for them to stop) mom.. dad.
41531,"frank: now, george, what do you want to know about your childhood?"
41532,"george: (fed up with his parents) actually, i think i'm pretty clear on it."
41533,frank: (looks up) where's that breeze coming from? nyc street) (jerry's car is parked outside of the doctor's office. kramer refuses to get out of the car)
41534,"jerry: kramer, outta the car. out, now!"
41535,"kramer: no, jerry!"
41536,"jerry: alright, that's it.. (grabs kramer, trying to pull him out of the car)"
41537,kramer: no! don't! (jerry pulls kramer out onto the sidewalk. kramer quickly gets up and takes off - running down the street)
41538,"jerry: hey, hey! get back over here! kramer! get over here! you are bad! bad neighbor! kramer! tenant board room) (mr. eldridge is telling his story to the board members. each one looked touched by the tale. george, on the other hand, is bored to death. he's leaning back in his chair in the corner of the room, knocking on the wall - to display how bored he is)"
41539,"jerry: newman, how'd it go? did you get it all delivered? (sees the pac) what happened?"
41540,newman: kramer bit me!
41541,jerry: bit you?!
41542,"newman: we had an arguement about me going to hawaii, and he locked onto my ankle like it was a soup bone. i'm hubbled! i don't think i can do my route - and they're awarding the transfer in two days!"
41543,"jerry: (bravely) well, what if i deliver it?"
41544,newman: you?! (laughs hysterically) you can't deliver mail!
41546,newman: (thinks for a moment) i guess you're right. it's just walking around putting it into boxes..
41547,jerry: what am i gonna wear?
41548,newman: i could give you my uniform from my rookie year.
41549,jerry: (excited) i can't believe i'm gonna be a mailman! (scene cuts to jerry on newman's route. he's walking along a city street with a mail cart. he stops infront of a store owner brooming the sidewalk)
41550,jerry: (hands him some mail) there you go. merry chirstmas!
41551,owner: mail on sunday?
41552,"jerry: (shrugs) oops. (continues walking along the route, whistling. hands a newspaper to a homeless bum on the street, then keeps walking) tenant board room) (george is telling the board his astonishing life stories. every board member seems to be deeply moved by them)"
41553,"george: i was handcuffed to the bed.. in my underwear, (sighs) where i remained.. (scene cuts to another story) she was attractive.. she was, also, infact, a nazi.. (cuts to another story) the water.. that i had been swiming in was.. very cold. and, when i dropped the towel, there was.. significant shrinkage.. (scene cuts to, yet, another story) her parents were looking at me.. so, there i was, with a marble rye hanging from the end of a fishing pole.. (scene cuts to his closing statements) in closing, these stories have not been embellished, because - they need no embellishment. they are simply, horrifyingly, the story of my life as a short, stocky, slow witted bald man. (gets up) thank you. (every memeber of the board shows some sign that george's story is most deserving of the apartment. ricardi is crying. george turns to leave, then remembers one more thing..) oh, also.. my fiance died from licking toxic envelopes that i picked out. (sobs and loud crying erupts from the board members) thanks again. (leaves. eldridge looks defeated) newman's apartment) (jerry returns to get another bag of mail)"
41554,"jerry: hey, i've been trying to jam stuff in the box, like you told me, but sometimes it says, like, ""photographs - do not bend""."
41555,"newman: ""do not bend"". (laughs evilly) just crease, crumple, cram.. you'll do fine. (phone rings. newman answers it) hello?.. this is he. i don't understand.. very well. (hangs up in disappointment)"
41557,newman: that was the vice president of the post office. i didn't get the transfer.. they knew it wasn't me doing my route!
41558,jerry: how did they know?!
41559,jerry: (pleading) i tried my best!
41560,newman: exactly. you're a disgrace to the uniform. (newman takes off jerry's mailman hat. jerry turns his head in shame. newman then tears the post office badge from jerry's coat)
41561,"jerry: you know, this is your coat."
41562,"newman: (realizing) damn! central park) (elaine passes a man on a bench. all the sudden, a bird flies right into elaine's head, and falls to the ground. the bird regains it's balance, and flies off. the man on the bench is staring in awe)"
41563,elaine: (rubbing her head to relieve the pain) really?
41564,"george: it's not contest. the guy had nothing! the ship went down, he got into a life boat, i mean, come on."
41565,"jerry: boy, he didn't know what he was up against. (george laughs) so, when do you move into the apartment?"
41566,george: they're making their decision today. (elaine enters. she has a scarf over her head - trying to tie her hair down. she looks angered at something)
41568,elaine: nothing.. except that a bird ran into my giant freak-head. (sits down)
41569,jerry: what giant freak-head?
41570,"elaine: (annoyed, near tears) the one that sits atop my disproportunately puny body.. i'm a walking candy apple!"
41571,"jerry: so, it's actually gotten to you? you're playing right into his hands!"
41572,"elaine: (realizing) what? yeah.. you're right!.. all i have to do is call him up, and sit with him, and show him that it doesn't bother me. you know, laugh it off.. or jam a fork into his forehead."
41573,"jerry: (casually, sarcastic) either way."
41574,elaine: (getting up to leave) alright. restaurant)
41575,alan: i want to apologize for..
41576,"elaine: (shrugging it off) oh, please."
41577,alan: so you have a big head.
41578,elaine: (casually playing along) so what?
41579,alan: it goes well with that bump in your nose.
41580,elaine: (suddenly angry) what?! (scene cuts to the outside of the restaurant. a woman runs out of the restaurant and stops a passing kramer)
41581,"woman: please! get help! there's a crazy big-headed woman beating up some guy! tell the police ""the old mill restaurant"". hurry! (kramer takes off running down the street, looking for a cop. he meets up with two officers exiting an ice cream shop. before he can tell them the urgent message, he starts coughing uncontrollably)"
41582,"cop: boy, that's some cough you got there. (kramer keeps coughing while making gestures)"
41583,"george: excuse me, uh, what are you doing in there?"
41584,alan: i'm moving in. alan mercer. new neighbor. (they shake hands)
41585,george: what? elaine's big-head guy? they have you the apartment?!
41587,"george: why?! because you were stabbed, and.. got coffee thrown in your face, and.. uh.. (points to alan's bandaged forehead)"
41588,"alan: oh, fork in the forehead."
41589,george: that's why they gave you the apartment?
41590,"alan: no, i just gave the super 50 bucks."
41591,"george: wait a minute, that is my apartment. i earned it with 34 years of misery!"
41592,"jerry: so what happened to you yesterday? we were supposed to go to the auto show, i waited for you, you never came."
41593,"elaine: i'm sorry, i got really busy. how long did you wait?"
