,character,line
68,GEORGE,"Well, let's just say it wouldn't exist without me. (Notices another person in the library dressed the same as Celia.) So uh, you two shop at the same store?"
69,CELIA,"No, it's standard issue."
70,GEORGE,Oh my God...you're in jail? (Celia nods.) That is so cool! New scene in Jerry's apartment later that day.
71,JERRY,You asked her out?
72,GEORGE,"Well...not ""out."" She's in prison."
73,JERRY,How could you ask her out?
74,GEORGE,Why not?
75,JERRY,I remember when you wouldn't date that girl who lived in Queens because you didn't want to go over the bridge!
76,GEORGE,That was different!
77,JERRY,I'll say.
78,GEORGE,"Jerry, I like being with her. Plus, I know where she is all the time. I have relatively no competition. And you know how you live in fear of the pop-in?"
79,JERRY,The pop-in.
80,GEORGE,"Yeah, no pop-in, no ""in the neighborhood,"" no ""I saw your light was on."" And the best part is, if things go really well..."
81,JERRY,Conjugal visit?
82,GEORGE,Don't jinx it! (Kramer enters.)
83,KRAMER,Hey. What's up?
84,JERRY,George is dating a convict.
85,KRAMER,Oh? What's she in for?
86,GEORGE,Embezzlement.
87,KRAMER,"Sounds like a nice girl. Hey Jerry, is it all right if I put some stuff in your fridge? 'Cause mine's full."
88,JERRY,"Yeah, sure. You don't even have a fridge, do you?"
89,KRAMER,"Well, not here. (Goes into the hallway, comes back in with a huge bag of chicken feed.)"
90,JERRY,"Kramer, wait a minute, what the hell is that?"
91,KRAMER,"Well, it's chicken feed. (Slams the bag into Jerry's fridge.)"
92,JERRY,I sense something is afoot.
93,KRAMER,"Yeah, I bought a chicken. (Jerry is about to reply, but George interrupts.)"
94,GEORGE,Allow me. Why?
95,KRAMER,"Cage-free, farm-fresh eggs. (George is about to reply, but Jerry interrupts.)"
96,JERRY,"Allow me. What are you, an idiot? New scene - Elaine's apartment at night. Elaine is about to pay a delivery guy for some food."
97,KURT,"Hold it, hold it, I got it. Catch. (Tosses his wallet to Elaine, she pays the delivery guy.)"
98,ELAINE,"Hey, driver's licence. Oh...my God."
99,KURT,What?
100,ELAINE,"Your hair. It's so thick and lustrous. I mean, it...it was."
101,KURT,"Well, it still is. I shave my head for my swim team. I just liked the way it looked, so I kept it."
102,ELAINE,"Are you saying that I could be dating this hair? With you under it? (Kurt shrugs.) New scene - Jerry in bed at the crack of dawn. We hear a rooster crowing. Jerry gets up and knocks on Kramer's door, bleary-eyed. Kramer answers the door with a rooster under his arm."
103,JERRY,"Is that your ""chicken"" making all that noise?"
104,KRAMER,"Oh, Jerry loves the morning."
105,JERRY,Who?
106,KRAMER,Little Jerry Seinfeld. I named my chicken after you.
107,JERRY,"Thanks, that's very sweet, but that is not a chicken."
108,KRAMER,Of course it is. I picked it out myself.
109,JERRY,"Well, you picked out a rooster."
110,KRAMER,"Well, that would explain Little Jerry's poor egg production. (Jerry nods and shuffles back to his place. Kramer turns Little Jerry upside down to see if he's actually a rooster or not...) New scene - George visiting Celia at the prison."
111,CELIA,This was fun.
112,GEORGE,Yeah. I had a great time.
113,GUARD,"Five minutes, Mr. Costanza."
114,GEORGE,The whole hour just flew by. (Begins cleaning up the table.)
115,GUARD,I'll get that.
116,GEORGE,"Oh, thanks, Bobby. (To Celia) Well, I guess I'll see you in four days."
117,CELIA,Go out and have a ball with the guys. I'll be waiting right here for you.
118,GEORGE,"Of course you will. You're the best. New scene - Jerry's apartment, the same day. The phone rings."
119,JERRY,Hello?
120,HELEN,Jerry? Leo told us he saw your bounced check. Are you having money problems?
121,JERRY,I'm not having money problems.
122,HELEN,"Enough with the comedy! You're very clever, you should look into advertising."
123,MORTY,He never even called Ed Roydlick. They were looking for someone!
124,JERRY,I'm not calling Ed Roydlick. I'm doing fine! (George enters.)
125,HELEN,That's it. I'm going to send you fifty dollars.
126,JERRY,You are NOT sending me fifty dollars!
127,HELEN,"We're sending you fifty dollars! Morty, get me an envelope."
128,JERRY,"I swear to God, if you send me fifty dollars, you are gonna be so sorry!"
129,MORTY,I don't see envelopes!
130,HELEN,"They're right in front of you! Oh, for heaven's sakes... (She puts the phone down on the couch and goes to help Morty.)"
131,JERRY,Ma! Ma! MA! (Hangs up the phone in disgust.)
132,GEORGE,How're the folks?
133,JERRY,Good.
134,GEORGE,So? Movie tonight?
135,JERRY,I thought you were going out with Celia.
136,GEORGE,"I did. I'm back. I love this relationship, I feel so liberated!"
137,JERRY,Having her in jail.
138,GEORGE,The only thing that bothers me is that I'm just coming up with this now.
139,JERRY,"Yeah, dating a convicted felon. I don't know how you missed it. (Elaine enters.)"
140,ELAINE,Here. (Shows Kurt's driver's licence to Jerry.) Take a look at that.
141,JERRY,Huh. Kurt's an organ donor.
142,ELAINE,"No! He's not bald. Look! He's got a full head of hair. (George overhears and stands up, concerned.)"
143,JERRY,So he just shaves his head for no reason?
144,GEORGE,That's like using a wheelchair for the fun of it!
145,ELAINE,And he's growing it in just for me. (Happily) It's mine. It's all mine.
146,JERRY,It's just hair.
147,ELAINE,It's not just hair! Look! (Shows Kurt's licence to Jerry again.)
148,JERRY,It's brown.
149,ELAINE,It's chestnut with auburn highlights!
150,JERRY,So?
151,ELAINE,"You're not around women. You don't know how important a man's hair is. (They both look at George, who is reading a newspaper and struggling to keep his composure.) I'm sorry, George, but it's true."
152,GEORGE,I knew it. New scene - Kramer walking Little Jerry Seinfeld down the street on a leash. He goes into Marcelino's.
153,MARCELINO,"Hey, Kramer. Nice rooster. What's his name?"
154,KRAMER,"Well, this is Little Jerry Seinfeld."
155,MARCELINO,Little Jerry Seinfeld. Does he bounce checks? (laughs)
156,KRAMER,"Look, can't you take Jerry's check down?"
157,MARCELINO,"Sorry Kramer, can't help you. (A guy walks into the bodega with his dog. The dog and Little Jerry get into a tussle, and Little Jerry sends the dog packin.')"
158,MARCELINO,I like the way he handles himself. (Kramer picks Little Jerry up. He's upside down. Kramer turns him around the right way.) New scene - Elaine checking out Kurt's head at her apartment.
159,ELAINE,"Oh, it's coming in already! Wow, you have some very nice little seedlings here. Huh..."
160,KURT,What?
161,ELAINE,"Well, it doesn't seem to be coming in so good over here. Or here."
162,KURT,What do you mean? (Goes into the bedroom to look in the mirror.)
163,ELAINE,"Well, I don't know...how long have you been shaving your head for?"
164,KURT,About three years.
165,ELAINE,Huh.
166,KURT,Oh my God! (Steps into the doorway) I'm going bald! New scene - George and Celia in the prison library.
167,CELIA,George! I'm so glad to see you!
168,GEORGE,"Hey, I brought you some cigarettes. You buy yourself something nice."
169,CELIA,Good news - I'm up for parole.
170,GEORGE,Parole! (Feigning joy) That's dynamite! New scene - Kramer and Jerry in Jerry's apartment.
171,JERRY,So Marcelino's going to take down the check?
172,KRAMER,"Well, it comes down if Little Jerry Seinfeld wins the cockfight."
173,JERRY,Great! (realizing) What?
174,KRAMER,"Well, Marcelino, he has cockfights in the back of his store."
175,JERRY,Ah ha...
176,KRAMER,"So, he says if Little Jerry Seinfeld wins, the check comes down."
177,JERRY,"Kramer, cockfighting is illegal."
178,KRAMER,Only in The United States.
179,JERRY,It's inhumane!
180,KRAMER,"No, Jerry, it's not what you think it is."
181,JERRY,It's two roosters peckin' at each other!
182,KRAMER,What?
183,JERRY,Yeah!
184,KRAMER,"Well, I thought they wore gloves and helmets, you know, like ""American Gladiators."""
185,JERRY,"No Kramer, Little Jerry could get hurt."
186,KRAMER,"Well, I left him with Marcelino! (Jerry shrugs and holds his hands out.)"
187,KRAMER,My Little Jerry! (Runs out.) Commercial break. Continuation of last scene - Jerry and Kramer in Jerry's apartment.
188,JERRY,"Hey, did you get Little Jerry, is he"
189,KRAMER,"Well, he's more than O.K., he won!"
190,JERRY,You let him fight?
191,KRAMER,"I couldn't get there in time to stop it, but you should have seen Little Jerry, Jerry! Flappin' his wings and struttin' his stuff! He was peckin' and weavin' and bobbin' and talkin' trash! He didn't even have to touch him! The other rooster ran out of the ring. The whole fight lasted two seconds."
192,JERRY,How long do they usually last?
193,KRAMER,Five seconds. And Marcelino says he's taking your check down today.
194,JERRY,Great! (George walks in.)
195,KRAMER,Hey.
196,GEORGE,Celia's up for parole.
197,KRAMER,"Hey, Little Jerry won his cockfight."
198,GEORGE,What?
199,KRAMER,Who? (They both look at Jerry.)
200,JERRY,I'm too tired.
201,KRAMER,"O.K., listen, I want you to come by later, alright? 'Cause we're having a victory party for Little Jerry."
202,JERRY,Alright. (Kramer leaves.)
203,GEORGE,"It's over, Jerry. She's gettin' out."
204,JERRY,"Ah, I'm so sorry."
205,GEORGE,She's been locked up for two years. She's gonna want to make up for lost time. Dinners. Movies. (Rubs his forehead.) Talking...
206,JERRY,"In other words, a normal relationship."
207,GEORGE,"And that's no good. I've tried it straight, Jerry. We've all seen the results. For me, sick is the only way to go."
208,JERRY,"Well, she'll still be an ex-con."
209,GEORGE,It's not the same.
210,JERRY,"Hey, if you two are meant to be together...I'm sure the cops'll pick her up on something. New scene - Elaine meets a bummed-out Kurt at the coffee shop."
211,ELAINE,Kurt? What's with the sweats? Aren't we going out?
212,KURT,I don't care.
213,ELAINE,"You, uh...got a big stain on your shirt."
214,KURT,Yeah...meatball...fell out of my sandwich.
215,ELAINE,You already ate?
216,KURT,It's from yesterday. New scene - Jerry and Marcelino at the bodega.
217,MARCELINO,Jerry! You missed a hell of a cockfight last night.
218,JERRY,Then what is my check still doing up? We had a deal!
219,MARCELINO,Now we have a new deal.
220,JERRY,New deal?
221,MARCELINO,"When Little Jerry Seinfeld is mine, the check will be yours."
222,JERRY,This is outrageous! (To Marcelino) Pack of Juicy Fruit.
223,MARCELINO,85 cents.
224,JERRY,85 cents? That is outrageous! New scene - Jerry and Kramer in Jerry's apartment.
225,JERRY,"Kramer, Marcelino wants us to sell him Little Jerry Seinfeld."
226,KRAMER,"Well, that's out of the question."
227,JERRY,"But Kramer, cockfighting is an illegal and immoral activity."
228,KRAMER,"Yeah, if you got a loser. But Little Jerry was born to cockfight!"
229,JERRY,"No, no more cockfighting. Let's just sell him to Marcelino the cockfighter and be done with it!"
230,KRAMER,"You know, I think you're jealous."
231,JERRY,Of what?
232,KRAMER,"Yah, yah! You see in Little Jerry Seinfeld the unlimited future you once had. Now, just because Jerry Seinfeld is a has-been, don't make Little Jerry Seinfeld a never-was!"
233,JERRY,"Kramer, give me that rooster!"
234,KRAMER,Never! You hate him because he's doing more with your name than you ever will! Yah-yah! (Kramer leaves.) New scene - George in Betsy's office at the prison.
235,BETSY,"George, Celia has listed you as a character reference. Whatever you can tell us would certainly be helpful in her getting paroled."
236,GEORGE,"Well, anything I can do to help, um...she's a wonderful girl. Very smart. Very...crafty."
237,BETSY,Does she have any plans after she's released?
238,GEORGE,"Plans. Schemes. She keeps talking about getting back together with her old friends - ""the gang,"" as she likes to call them, you know. Yeah, they're hatching something, you can count on that. New scene - Marcelino at Jerry's apartment door."
239,MARCELINO,Jerry! Tonight's fight-night. Where's my rooster?
240,JERRY,Kramer won't sell.
241,MARCELINO,"Well, tell you what I'm gonna do. I'm gonna take down your check anyway."
242,JERRY,"Well, thank you, Marcelino."
243,MARCELINO,"Well, perhaps someday you will do me a favor. And that day is today. Little Jerry Seinfeld must go down in the third round of tomorrow's main event."
244,JERRY,You want Little Jerry to take a dive?
245,MARCELINO,"Shhh, not so loud."
246,JERRY,"First of all, I don't think you can make a rooster take a dive."
247,MARCELINO,"Can, too!"
248,JERRY,"Second of all, Jerry Seinfeld - big or little - doesn't go down for anyone, anywhere, at anytime! Now I'd appreciate it if you please leave."
249,MARCELINO,"Big Jerry is making a big mistake, Jerry."
250,JERRY,"We'll see about that. (Runs to the window and shouts up to Kramer, who's on the roof.) Kramer, I'm comin' up! We got a cockfight to win!"
251,O.K.!,New scene - Kurt at George's apartment.
252,KURT,Elaine said you would be the best person I could talk to.
253,GEORGE,Yep. Classic horseshoe pattern. I've seen a lot of this.
254,KURT,"Oh, God."
255,GEORGE,"No, no, Kurt - wrong attitude. You should be happy now."
256,KURT,Happy? Why should I be happy?
257,GEORGE,You've still got pretty good coverage. Once the enemy advances beyond this perimeter - (points at Kurt's head with a pen) - then you won't be Kurt anymore.
258,KURT,Who will I be? (George points at himself. Kurt shudders.)
