,character,line
210,KRAMER,"Nuh! Okay Jerry, how about if Mike fixes your truuunk, we call it even, an' this way, nobody has to get hurt."
211,JERRY,[whatever] Fine..
212,MIKE,"Oh--uh--thank you, Jerry, thank you! I won't forget this, I'm gonna fix your trunk good--real good! [MIKE's very grateful, and leaves with a two thumbs-up gesture. But he also can't help giving a thumbs-up--that's the position the casts hold his thumbs in. It's odd!]"
213,KRAMER,"See that was nice, Jerry. [under breath] Oh, by the way, I'm the one who broke your trunk."
214,JERRY,"Ah, it's just a car. [GEORGE comes up (the door's still open) and when he and KRAMER see each other, there's an awkward, long pause. During the following, JERRY sits at the table silently watching, intrigued.]"
215,GEORGE,Hi.
216,KRAMER,"[looking down, nodding] Hi. [Another pause. It's like they broke up--well they did, but they didn't.]"
217,GEORGE,"It's, funny runnin' into you here."
218,KRAMER,"Yeah, yeah.. It's funny. You look good.."
219,GEORGE,[embarrassed/self-conscious about his gut] Do I? Thanks.. You too..
220,KRAMER,"Ooo, yeah.. [indicating his face, embarrassed] {Heh, right.} You know, it's gettin' kind of late, I, I really have to be going, so, uh, it's nice seeing you again, all right--"
221,GEORGE,"[sad] Yeah! Yeah. Hey--hey you, you know.. Maybe I'll call you sometime."
222,KRAMER,"George, it's over. It's just.. It's Over. [leaves]"
223,GEORGE,"[pause] What do you think, Jerry."
224,JERRY,"[wistful] I don't know, I just see you guys together. [Outside it's raining. MIKE is working on Jerry's trunk, trying to get at the locking mechanism but it's hard with those casts on.]"
225,MIKE,"Thumbs! [He gets into the trunk for better access. But it turns out KRAMER is getting into his car, parked just ahead of Jerry's, and he bumps Jerry's car while backing up and the trunk slams shut. It locked this time!]"
226,MIKE,"[from inside the trunk] Oh! Help! Somebody, help! Help! [That night, ELAINE and JERRY are in the car, talking. He's driving.]"
227,JERRY,So Peterman bought it? I can't believe you got away with that!
228,ELAINE,"Well, I'm very fortunate to be surrounded by such stupidity."
229,JERRY,"Yeah, I know how you feel. (Meanwhile, MIKE's yelping and banging in the trunk!)"
230,ELAINE,Do you hear something?
231,JERRY,"What? (Meanwhile, MIKE, in a now-hoarse voice is shouting, ""Jerry?! Jerry?!"")"
232,JERRY,"Oh, the trunk's broken, it's rattling."
233,ELAINE,"Jerry, I don't know how much longer I can keep this up. They're starting to give Susie assignments now!"
234,JERRY,"Well, there's only one thing to do. Eliminate her."
235,ELAINE,What?
236,JERRY,[firmly matter-of-fact] Get Rid of Susie. Make her disappear.
237,ELAINE,I kinda like her.
238,JERRY,She's Gooone.
239,JERRY,"[impatient] Gone! [starts maniacally laughing] [briefly stops to point and explain] That bumper sticker. [They BOTH scream, laughing! In the trunk, MIKE has heard most of the conversation! The laughing continues!]"
240,MIKE,"[desperately anxious] Oh God, I'm in trouble.. [At night, GEORGE is upset and knocking on Kramer's door.]"
241,GEORGE,Krama. Open up! I--I know you're in there!
242,KRAMER,"[opens door] Uh--George, uh--uh--it's five o'clock in the morning, what's the matter with you.."
243,GEORGE,[sad] It's only four..
244,KRAMER,Huh?
245,GEORGE,"I--I've been, walkin' around all night.. I've been thinkin' about Allison and me.. an' you--"
246,KRAMER,"Oh. Oh, George."
247,GEORGE,Please. Give me another chance.
248,KRAMER,[regretfully] Uh.. I know I'm gonna regret this. [sigh] All right.
249,GEORGE,"[grateful, relieved] Thank you! I'm gonna make you both so happy!"
250,KRAMER,"All right, all right, I'll see ya later. [shuts door]"
251,GEORGE,"[delighted!] Woooo! [The next day, ELAINE's passing by the door of PETERMAN's office.]"
252,PETERMAN,Elaine! Where's Susie? I want her to head up our new Fingerless Glove Division.
253,ELAINE,"[quiet] Oh, but I thought I was in line for that assignment."
254,PETERMAN,Mmmmm--nah.
255,ELAINE,"All right, then, I was gonna wait, to tell ya this, but.. last night, Susie.. [difficult subject, quiet] she took her own Life.. [PETERMAN grasps this, weepy in disappointment, ""Oh!"". ELAINE comforts him.] [Allison's apartment. KRAMER knocks and ALLISON gets it.]"
256,KRAMER,"[happy, enthused] We're takin' George back--"
257,ALLISON,What?!
258,KRAMER,"He's gonna make us very happy. [ALLISON looks doubtful/disappointed.] [Inside, there are chairs lined up in rows, most are filled. There's a podium on a riser, flowers everywhere.]"
259,ELAINE,[quiet] Look at this turnout.
260,JERRY,[quiet] Where did Susie find the time to meet all these people..
261,ELAINE,"[irritated] Your funeral's not gonna come close to this. [They've found seats together in the row in front of PEGGY, who looks like she's seeing a ghost!]"
262,PEGGY,[to herself] Oh my god! [quiet] Susie?
263,ELAINE,"[quiet] Oh, oh--ho--I'm not Susie.. I'm Elaine."
264,PEGGY,But I've been calling you Susie.
265,ELAINE,Oh! Hadn't noticed! Excuse me. [she's going to the podium]
266,PEGGY,I guess I never met Susie.
267,JERRY,[privately amused] Suze? I actually had a little thing with her for a while. [indicating ELAINE] Her too. [ELAINE's now at the podium.]
268,ELAINE,"What can you say about a girl like Susie? [she doesn't know..] [Meanwhile, out in the parking lot, PETERMAN arrives in his little red convertible (top down), distracted with disappointment/sadness. He parks behind Jerry's car and bumps it. Jerry's trunk has unlatched but not popped open big. PETERMAN doesn't notice anything and goes in. Shortly after he passes, MIKE comes out of the trunk, squinting in the daylight, his body is sore, he shuts the trunk. Nearby, there's a small announcement sign (with stick-in white letters):"
269,"SUSIE'S MEMORIAL          

                       -->          
           
          
           
          

                       (APPROXIMATION)          
           
          
          MIKE sees it and is alarmed! He's
          still disoriented but hobbles away
          with determination!]
          
           
          [Tavern on the Green, at dusk.
          The Pinstripe Ball is starting.
          The walls there are mahogany, and
          there are short, decorative
          
          columns with flowers on top of
          them. Everyone is in tuxedos and
          gowns, and the music is mellow
          and quiet. GEORGE is
          
          waiting in a tux for Allison, but
          KRAMER arrives in his rather tight
          tux. They talk quietly.]
          

                       KRAMER          
          Hey.
          

                       GEORGE          
          Where's uh, where's Allison..
          

                       KRAMER          
          Oh, Allison, she didn't want to
          come.
          

                       GEORGE          
          But you took me back.
          

                       KRAMER          
          Well, yeah, I did, but she's a
          tough nut.
          
          How d'ya like the tuxedo. It's
          a rental but I've had it for fifteen
          years.
          
          All right, eh. [heading in]
          

                       GEORGE          
          Where are you goin'..
          

                       KRAMER          
          The Ball, silly.
          

                       GEORGE          
          [afraid not] No no, no no no. You're
          not goin' in there.
          

                       KRAMER          
          George. I thought you were gonna
          Change.
          

                       GEORGE          
          [impatient] For her. Not for you.
          

                       KRAMER          
          [light admonishing, under breath]
          Let's just try, an' have a nice
          time for once, an' we'll talk about
          this when we get home..
          
          [They start struggling quietly,
          KRAMER's trying to just walk by,
          and GEORGE is trying to restrain
          him without attracting too
          
          much attention.]
          

                       GEORGE          
          All right, look--wait--wait--Krama--wait,
          wait a minute, you are not. You
          are not goin' in. Ah-ahhh!
          
          [GEORGE had KRAMER in a slightly
          spinning hold--by holding the back
          of KRAMER's tux--but the material
          tore away, and
          
          this sent KRAMER spinning into
          the room with the back torn off
          his tux! Strangely, this is well-received
          by WILHELM!]
          

                       WILHELM          
          Wow! What an, Entrance!
          
          [friendly, to GEORGE] And eh, who
          might this be?
          

                       KRAMER          
          Oh, I'm with him.
          

                       WILHELM          
          Oh. Ah-ha..
          
          
          [Meanwhile at the Memorial, ELAINE
          is still at the podium. She has
          her chin in her hand while talking,
          weary of making up
          
          things and of acting mournful.]
          

                       ELAINE          
          And.. also, much like me, Susie
          hated going to the, Market.
          

                       PETERMAN          
          Elaine! May I say a few words.
          

                       ELAINE          
          Oh, god, yes, Mr. Peterman. [steps
          down]
          

                       PETERMAN          
          [steps up to the podium, refreshed]
          Ahhh.
          
          I don't think I'll ever be able
          to forget Susie--ahhh. And most
          of all, I will never, forget that
          one night. Working late on the
          
          catalogue. Juuust the two of us.
          And we surrendered to temptation.
          
          And it was Pretty Good.
          

                       JERRY          
          [proud to PEGGY, under his breath]
          Yeah, but he didn't sleep with
          both of 'em. [winks]
          
          [ELAINE (who has returned to her
          seat) catches JERRY's eye. Though
          we don't see her face, his drops
          and he sobers it up.]
          

                       PETERMAN          
          But Iiii never heard her Cries
          for Help. [sighs]
          
          An' nowww.. Susie is gone.
          

                       MIKE          
          [running in, still hoarse, desperate!]
          Hold on! Hol--on!
          
          Susie didn't commit suicide!
          
          [rushes up to podium!] She was
          Murdered, by Jerry, Sein-feld!
          
          [While MIKE's pointing at JERRY
          and everyone's looking, JERRY looks
          back at PEGGY again.]
          

                       JERRY          
          [smugly, under-his-breath] Not
          only that, I broke his thumbs.
          
          [PEGGY and ELAINE look at him strangely
          as he grins during such an inappropriate
          moment.]
          
          
          [After dark, PETERMAN and ELAINE
          are sitting and talking in his
          office.]
          

                       PETERMAN          
          Elaine? Guess what. I've decided
          to Form a Charitable Foundation,
          in Susie's honor. And as Susie's
          best friend, I want you to
          
          be involved.
          

                       ELAINE          
          Mr. Peterman..
          
          [leaning forward, whispering] I'm
          Susie.. She's me..
          

                       PETERMAN          
          [leans forward, whispers carefully]
          I feel the same way.
          
          [announcing] And that's why this
          foundation will meet around Your
          Schedule. Nights! Weekends! Every,
          Free Moment you
          
          have. [leaving, pats her shoulders
          confidently]
          

                       ELAINE          
          [looks up, screaming in frustration!]
          Suuuuuuuuuuze!
          
          [(During her screaming up to the
          air, the camera was over her, looking
          down, and turning around and around,
          just like it had
          
          when GEORGE found out that he was
          going to be running a foundation
          in honor of Susan!)]
          
           
          

                        THE END",
0,THE POTHOLE,"Written by Steve O'Donnell & Dan O'Keefe (Bathroom) Jerry is standing by the sink, preparing to brush his teeth. Jenna (his latest ladyfriend) enters."
1,JENNA,Morning.
2,JERRY,Morning. She hands him a tube of toothpaste.
3,JENNA,Hope you don't mind baking soda flavour.
4,JERRY,"(applying paste to brush) Ah, baking soda. Annoying little product. 'I can do this. I can do that.' Why doesn't this stuff just shut up?"
5,JENNA,"I'm gonna grab you a towel. Jenna leaves the bathroom. Jerry brushes his teeth. He clearly doesn't like the taste of the baking soda, and leans over the sink to spit. He puts his hand on the counter and knocks Jenna's toothbrush off the edge. The brush falls into the toilet bowl. There is a shot from beneath the water in the toilet, looking up. Jerry's face looking down into the bowl, with an expression of shock and horror. Jerry looks behind him, to see if Jenna has spotted him. He rolls up the sleeve of his dressing gown, grimaces, and plunges his hand into the toilet. He grabs the brush out, drops it on a shelf beside the mirror and immediately begins frantically washing his hands. As he completes this task, he raises his head and finds Jenna has returned. She is standing behind him, smiling as she brushes her teeth with the brush he just retrieved from the toilet."
6,JERRY,"Ooh-ooh (Monk's) Jerry and George in a booth, as per usual."
7,GEORGE,So?
8,JERRY,So? She used the toothbrush!
9,GEORGE,"You said you grabbed it outta there real fast, right?"
10,JERRY,Yeah.
11,GEORGE,"So I'm sure whatever germs it landed on were knocked out, and by the time the rest of them realised what was going on, you had already grabbed it out."
12,JERRY,How many years of med school did you have?
13,GEORGE,"Was she mad? Jerry says nothing, but pulls a face."
14,GEORGE,You didn't tell her.
15,JERRY,Jenna's like me. She's very... (searches for word)
16,GEORGE,Finicky? Prissy? Fastidious?
17,JERRY,"I'll take fastidious. George puts his keys on the table. On the ring is a miniature head, clearly a caricature of someone."
